Original: new|accept|charset , predicted 1st: new|add
Original: new|handle|attempt , predicted 1st: new|update|status
Original: new|get|scheduling|decision|summary , predicted 1st: new|get|value
Original: new|init|periodic|scanners , predicted 1st: new|init|init|init|init
Original: new|close|peer , predicted 1st: new|remove
Original: new|save|namespace , predicted 1st: new|test|schema
Original: new|get|x|attrs , predicted 1st: new|get|x
Original: new|set|conf , predicted 1st: new|set|class|loader
Original: new|divide|and|ceil , predicted 1st: new|create|resource
Original: new|get|xfer|port , predicted 1st: new|get|port
Original: new|read|sasl|message , predicted 1st: new|parse|status
Original: new|write|float , predicted 1st: new|write|double
Original: new|get|state , predicted 1st: new|convert
Original: new|build|node|id , predicted 1st: new|new|instance
Original: new|add|security|configuration , predicted 1st: new|get|configuration|configuration
Original: new|decompress , predicted 1st: new|write
Original: new|get|fs|dataset , predicted 1st: new|get|data
Original: new|in|dev|mode , predicted 1st: new|is|mode|mode
Original: new|add|storage|locations , predicted 1st: new|create|storage
Original: new|get|input|order|by , predicted 1st: new|get|input|order
Original: new|get|instance , predicted 1st: new|get|instance
Original: new|status|update , predicted 1st: new|update|task
Original: new|get|file|link|status , predicted 1st: new|get|status|status
Original: new|get|all|bp|os , predicted 1st: new|get|all|threads
Original: new|get|renew|queue|length , predicted 1st: new|size
Original: new|get|container|token , predicted 1st: new|get|token|token
Original: new|set|input , predicted 1st: new|set|up
Original: new|get|all|counters , predicted 1st: new|get|requests
Original: new|rename|snapshot , predicted 1st: new|snapshot|snapshot
Original: new|set|dfs|used , predicted 1st: new|set
Original: new|read|from|underlying|stream , predicted 1st: new|read
Original: new|spy|on|bpos|to|nn , predicted 1st: new|check
Original: new|get|acl|key , predicted 1st: new|get|key|key
Original: new|seek|check , predicted 1st: new|test
Original: new|get|used , predicted 1st: new|get|space|space
Original: new|delete|block|pool , predicted 1st: new|delete|block
Original: new|get|call|count|snapshot , predicted 1st: new|get|snapshot
Original: new|compare|to , predicted 1st: new|compare|to
Original: new|unescape , predicted 1st: new|escape|string|string
Original: new|from|proto , predicted 1st: new|get|data
Original: new|update , predicted 1st: new|update
Original: new|set|owner , predicted 1st: new|set|up
Original: new|close , predicted 1st: new|close
Original: new|set|file , predicted 1st: new|set|file
Original: new|set|cluster|id , predicted 1st: new|set|cluster|id
Original: new|get|ugi , predicted 1st: new|get|current|user
Original: new|get|datanode|storage|report , predicted 1st: new|get|storage|storage
Original: new|set|parent , predicted 1st: new|set|parent
Original: new|print|usage , predicted 1st: run
Original: new|request|short|circuit|fds , predicted 1st: new|test
Original: new|extend|internal , predicted 1st: new|set|value
Original: new|start|info|server , predicted 1st: create
Original: new|close , predicted 1st: new|close
Original: new|set|token , predicted 1st: new|set|token|token
Original: new|merge|local|to|builder , predicted 1st: new|set|up
Original: new|fail|job , predicted 1st: new|set|message
Original: new|get|datanode|uuid , predicted 1st: new|get|uuid
Original: new|write|value , predicted 1st: new|write
Original: new|store , predicted 1st: new|set|key
Original: new|join|and|collect , predicted 1st: new|collect|all
Original: new|close|output|streams , predicted 1st: new|close
Original: new|get|datanode|descriptor , predicted 1st: new|get|node|node
Original: new|trigger|deletion|report , predicted 1st: new|wait|for|wait|for
Original: new|set|datanode|dead , predicted 1st: new|set|update|update
Original: new|get|queue|state , predicted 1st: new|get|state
Original: new|get|percent|used , predicted 1st: new|get|double
Original: new|get|pmem|limit , predicted 1st: new|get|limit|limit
Original: new|create|encryption|zone , predicted 1st: new|create
Original: new|compute|available|containers , predicted 1st: new|get
Original: new|get|xfer|address , predicted 1st: new|get|address
Original: new|destroy , predicted 1st: new|destroy
Original: new|get|column|name , predicted 1st: new|get|index|name
Original: new|service|stop , predicted 1st: new|stop
Original: new|reset , predicted 1st: new|reset
Original: new|get|acl|entries , predicted 1st: new|get|entry
Original: new|get|configuration , predicted 1st: new|get|properties
Original: new|set|job|name , predicted 1st: new|set|job|name
Original: new|compare , predicted 1st: new|compare
Original: new|get|current|datanode , predicted 1st: new|get|current|node
Original: new|init|data|xceiver , predicted 1st: new|set|up
Original: new|get|delete|file , predicted 1st: new|get
Original: new|register|commands , predicted 1st: new|set|factory
Original: new|num|blocks , predicted 1st: new|get|num|num|blocks
Original: new|configure|db , predicted 1st: new|generate
Original: new|get|proto , predicted 1st: new
Original: new|get|xceiver|count , predicted 1st: new|get|thread|group
Original: new|get|appcache|dir , predicted 1st: new|get|user|cache
Original: new|skip , predicted 1st: new|to|x
Original: new|get|delegation|tokens , predicted 1st: new|add|tokens
Original: new|add|depending|job , predicted 1st: new|is
Original: new|get|working|directory , predicted 1st: new|get|working|directory
Original: new|write , predicted 1st: new|write|write
Original: new|get|pipeline|test , predicted 1st: new|get
Original: new|get|first|to|complete , predicted 1st: new|close
Original: new|render|json , predicted 1st: new|set|type
Original: new|container|is|alive , predicted 1st: new|is|process
Original: new|wait|exit|safe|mode , predicted 1st: new|is|set|mode
Original: new|clear|data|encryption|key , predicted 1st: new|set|up|key
Original: new|incr|blocks|uncached , predicted 1st: new|set
Original: new|get|dfs|client , predicted 1st: new|get
Original: new|is|disallowed , predicted 1st: new|is
Original: new|search , predicted 1st: new|get|row|results
Original: new|cancel|token , predicted 1st: new|set|short|name
Original: new|write|double , predicted 1st: new|print
Original: new|get|input|field|names , predicted 1st: new|get|property|property|names
Original: new|get|container|id , predicted 1st: new|convert|container|id|id
Original: new|is|human|readable , predicted 1st: new|is
Original: new|get|dn|conf , predicted 1st: new|get
Original: new|reset , predicted 1st: new|set|time
Original: new|create|storage|id , predicted 1st: new|set|storage|storage|uuid
Original: new|get|number|of|blocks|to|be|replicated , predicted 1st: new|size
Original: new|convert|to|proto|format , predicted 1st: new|get|group
Original: new|set|bandwidth , predicted 1st: new|set|time|per|period
Original: new|activate|options , predicted 1st: new|activate
Original: new|init , predicted 1st: new|start
Original: new|get|runnable , predicted 1st: new|get|runnable
Original: new|get|buffer|size , predicted 1st: new|get|buffer|buffer|buffer
Original: new|resolve|network|location|with|fall|back|to|default|location , predicted 1st: new|get|location
Original: new|decrypt , predicted 1st: new|write
Original: new|maybe|schedule|a|speculation , predicted 1st: new|get|number
Original: new|create , predicted 1st: new|create
Original: new|get|block|range , predicted 1st: new|read|block
Original: new|primitive|create , predicted 1st: new|create|result
Original: new|get|metrics , predicted 1st: new|get
Original: new|get|name , predicted 1st: new|get
Original: new|is|replica|corrupt , predicted 1st: new|is|equal
Original: new|map , predicted 1st: new|assert
Original: new|get|file|descriptor , predicted 1st: new|get|file|descriptor
Original: new|get|located|blocks , predicted 1st: new|get|new|blocks
Original: new|set|startup|option , predicted 1st: new|set
Original: new|result|set|col|to|long , predicted 1st: new|get|time|time
Original: new|set|job|state , predicted 1st: new|set|state
Original: new|new|data|checksum , predicted 1st: new|new|new|data
Original: new|create , predicted 1st: new|get|data
Original: new|primitive|mkdir , predicted 1st: new|create|parent
Original: new|write|to , predicted 1st: new|write|to
Original: new|write|text|file , predicted 1st: new|create|file
Original: new|add|block|checksum|op , predicted 1st: new|add
Original: new|get|proxy|superuser|ip|conf|key , predicted 1st: new|get|user|name|name
Original: new|block|report , predicted 1st: new|get
Original: new|get|proto , predicted 1st: new|get
Original: new|check|disk|error , predicted 1st: new|check|error
Original: new|set|global|crc , predicted 1st: new|set
Original: new|set|container|id , predicted 1st: new|set|container|id|container
Original: new|set|block|pool|used , predicted 1st: new|set|block
Original: new|decrypt , predicted 1st: new
Original: new|get|next , predicted 1st: new|get|input|input|stream
Original: new|mkdirs , predicted 1st: new|new
Original: new|start|check|disk|error|thread , predicted 1st: new|check|check
Original: run , predicted 1st: run
Original: new|yield , predicted 1st: new|is
Original: new|service|init , predicted 1st: new|set|up
Original: new|add|cache|report , predicted 1st: new|add
Original: new|fill|skew|buffer , predicted 1st: new|new|job
Original: new|parse|credentials , predicted 1st: new|read
Original: new|get|header , predicted 1st: new|get|header
Original: new|write|token|storage|to|stream , predicted 1st: new|write
Original: new|configure , predicted 1st: new|configure|per|per
Original: new|run , predicted 1st: new|get|test|service
Original: new|read , predicted 1st: new|set
Original: new|create|sasl|properties|for|encryption , predicted 1st: new|new|test|server
Original: new|get|block|size , predicted 1st: new|get|block|size
Original: new|seek|to|new|source , predicted 1st: new|do|to|x
Original: new|build|client|header , predicted 1st: new|create|header
Original: new|get|buffer , predicted 1st: new|get|buffer|buffer|buffer
Original: new|configure , predicted 1st: new|set
Original: new|get|ip|addr , predicted 1st: new|get|ip|name
Original: new|get|dn|registration|for|bp , predicted 1st: new|get|bootstrap|for
Original: new|get|life|time , predicted 1st: new|get|time|time
Original: new|create|identifier , predicted 1st: new|get|identifier|token
Original: new|refresh|nodes , predicted 1st: new|refresh|refresh
Original: new|main , predicted 1st: new|run
Original: new|has|cluster|ever|been|multi|rack , predicted 1st: new|has|has|cluster
Original: new|init|directory|scanner , predicted 1st: new|set|up
Original: new|leave|enclosing|element , predicted 1st: new|write
Original: new|get|stale|interval , predicted 1st: new|get|interval
Original: new|set|fields|from|properties , predicted 1st: new|to|xml
Original: new|set|admin|state , predicted 1st: new|set|state
