Original: cols , predicted 1st: add
Original: is|file , predicted 1st: is|file
Original: open|connection , predicted 1st: set|ssl|ssl|factory
Original: get|file|names , predicted 1st: get|file|names
Original: get|name|service|uris , predicted 1st: get|default|uri
Original: shutdown , predicted 1st: close
Original: publish , predicted 1st: set|value
Original: check|if|usage|over|fair|share , predicted 1st: is|equal
Original: reserve|resource , predicted 1st: handle
Original: get|file|size , predicted 1st: get|file|status
Original: get|fair|share , predicted 1st: get|resources
Original: find|resource , predicted 1st: parse
Original: load|ssl|configuration , predicted 1st: create
Original: unreserve|resource , predicted 1st: set|application
Original: is|block|token|enabled , predicted 1st: is|token|token|token|token
Original: add|cache|file , predicted 1st: set|cache
Original: test|get|file|status|throws|exception|for|non|existent|file , predicted 1st: test|path|not|not|found
Original: test|create|flag|append|create|overwrite , predicted 1st: test|get|root|path
Original: write|dist|cache|files|list , predicted 1st: get|file|names
Original: compare , predicted 1st: compare|to
Original: close , predicted 1st: do|close
Original: get|wrapped , predicted 1st: get|output|path
Original: get|file|checksum , predicted 1st: get|file
Original: next , predicted 1st: get|file
Original: initialize , predicted 1st: set|cluster
Original: set|public|url , predicted 1st: set|public|url
Original: create|meta|folder|path , predicted 1st: get|folder|path
Original: scan|edit|log , predicted 1st: read
Original: get|message , predicted 1st: get|message
Original: is|symlink , predicted 1st: is
Original: set|test|filename , predicted 1st: set
Original: get|min|share|memory|fraction , predicted 1st: get|min
Original: parse|relative|time , predicted 1st: get|time
Original: test|glob|status|filter|with|empty|path|results , predicted 1st: test|root|path
Original: set|conf , predicted 1st: set
Original: create|file , predicted 1st: create|file
Original: get|non|empty|string , predicted 1st: get|in|in
Original: set|region , predicted 1st: set|region
Original: set|times , predicted 1st: set
Original: namespace|string , predicted 1st: get|namespace
Original: open|for|read , predicted 1st: execute
Original: add|difference , predicted 1st: add
Original: create|socket , predicted 1st: handle|socket
Original: test|list|status|filter|with|no|matches , predicted 1st: test|get|root|path
Original: get|output|path , predicted 1st: get|output|output|path
Original: test|rename|file|as|existing|file , predicted 1st: test|rename
Original: test|delete|file , predicted 1st: test|delete
Original: list|subtree , predicted 1st: add|file
Original: create|non|recursive , predicted 1st: create|output|stream|stream
Original: do|call , predicted 1st: get|output|stream|stream
Original: next , predicted 1st: create|data
Original: warn|or|kill|container , predicted 1st: get|container|container
Original: register|commands , predicted 1st: add
Original: unreference , predicted 1st: set
Original: add|space|consumed|cache , predicted 1st: set
Original: render , predicted 1st: test
Original: remove|application , predicted 1st: stop
Original: as|array , predicted 1st: get|byte
Original: remove|default|acl , predicted 1st: remove
Original: next , predicted 1st: remove
Original: start , predicted 1st: start
Original: get|total|node|capacity , predicted 1st: get|total|size
Original: get|domain|socket , predicted 1st: get|domain
Original: get|scheme|authority|uri , predicted 1st: get|url
Original: append , predicted 1st: get|output|data|stream
Original: do|call , predicted 1st: get|output|stream|stream
Original: next , predicted 1st: append
Original: is|empty , predicted 1st: is|empty
Original: get|file|class|paths , predicted 1st: get|paths
Original: test|glob|status|filter|with|multiple|path|matches|and|non|trivial|filter , predicted 1st: test|path
Original: set|owner , predicted 1st: set|owner
Original: get|ha|nn|rpc|addresses , predicted 1st: get|addresses
Original: reset , predicted 1st: reset
Original: list|status , predicted 1st: get|status
Original: create|datanode|storage|info , predicted 1st: get|storage|info
Original: test|create|flag|create|append|non|existing|file , predicted 1st: test|create|create
Original: get|datanode|capacity , predicted 1st: fetch
Original: write , predicted 1st: write|to
Original: get|active|node|address , predicted 1st: get|node|address
Original: init|scheduler , predicted 1st: init
Original: get|suffix|i|ds , predicted 1st: get
Original: match , predicted 1st: is|valid
Original: main , predicted 1st: main
Original: get|file|context , predicted 1st: get|file
Original: get|admin|url , predicted 1st: get|admin|url
Original: disable|bind|path|validation , predicted 1st: set|validate|validate
Original: get|snapshot|directory , predicted 1st: refresh|deleted
Original: accepts|url , predicted 1st: is|test|url
Original: should|block , predicted 1st: is|blocking
Original: trim|job|name , predicted 1st: get|job|name|name
Original: service|stop , predicted 1st: stop|service
Original: merge|local|to|builder , predicted 1st: set|task|id
Original: create|chunks , predicted 1st: add
Original: compare|bytes , predicted 1st: compare
Original: init , predicted 1st: get|default|password
Original: dec|dfs|used , predicted 1st: add
Original: rename , predicted 1st: do|test
Original: do|call , predicted 1st: do|rename
Original: next , predicted 1st: do|call
Original: get|default|working|directory , predicted 1st: get|root|path
Original: login|as|fc|user , predicted 1st: run
Original: get|file|block|locations , predicted 1st: get|file|block
Original: is|dir , predicted 1st: is|directory
Original: get|int , predicted 1st: get|value
Original: hex , predicted 1st: to|string
Original: get|file|block|locations , predicted 1st: get|file|locations
Original: get|file|block|locations , predicted 1st: get|file|block
Original: do|call , predicted 1st: get|block
Original: next , predicted 1st: get|file|locations
Original: get|max|allocatable|containers , predicted 1st: get|max|max
Original: set|disk|utilization|space|cutoff , predicted 1st: set|space|space|space
Original: main , predicted 1st: test
Original: output , predicted 1st: test
Original: list|corrupt|file|blocks , predicted 1st: resolve
Original: next , predicted 1st: do|available
Original: create|datanode|storage|infos , predicted 1st: create|compile
Original: generate|report , predicted 1st: get
Original: get|file|context , predicted 1st: create|file
Original: list|cache|directives , predicted 1st: get|cache|entry
Original: has|next , predicted 1st: next
Original: next , predicted 1st: get|cache|entry
Original: get|child , predicted 1st: get|child
Original: get|locality|wait|factor , predicted 1st: get
Original: test|write|in|non|existent|directory , predicted 1st: test|exists
Original: contains|path , predicted 1st: contains|path
Original: test|root|dir|always|exists , predicted 1st: test|root|root
Original: canonicalize|uri , predicted 1st: get|uri|uri
Original: test|fs|status , predicted 1st: test|status
Original: discard|segments , predicted 1st: send
Original: set|output|compressor|class , predicted 1st: set|output
Original: read|string , predicted 1st: read|from
Original: get|cache|files , predicted 1st: get
Original: test|create|non|recursive|with|existing|dir , predicted 1st: test|get|root|path
Original: get|file|timestamps , predicted 1st: get
Original: set|admin|url , predicted 1st: set|admin|url
Original: get|zkfc|proxy , predicted 1st: get|protocol
Original: create|file|system , predicted 1st: get|file
Original: preserve|attributes , predicted 1st: get|iterator
Original: get|simulation|time , predicted 1st: get|total|time
Original: wrap|exception , predicted 1st: do|receive
Original: create|file , predicted 1st: get|data
Original: get|version , predicted 1st: get|version
Original: is|flushed , predicted 1st: is
Original: set|work|output|path , predicted 1st: set|output|output|dir
Original: check|dir , predicted 1st: check|access
Original: reset|first|exit|exception , predicted 1st: clear|first
Original: flush , predicted 1st: flush
Original: get|data|node|stats , predicted 1st: 
Original: get|default|replication , predicted 1st: get|default
Original: resolve|path , predicted 1st: resolve
Original: bytes|byte|array , predicted 1st: get
Original: set , predicted 1st: set
Original: to|avro , predicted 1st: get
Original: run , predicted 1st: main
Original: should|overwrite , predicted 1st: is
Original: test|list|status , predicted 1st: test|path
Original: terminate , predicted 1st: do|ok
Original: is|closed , predicted 1st: is|open
Original: compute|packet|chunk|size , predicted 1st: set|size
Original: run , predicted 1st: get|file|entries
Original: modify|cache|pool , predicted 1st: cache|cache|pool
Original: fence|old|active , predicted 1st: set|active
Original: verify|files|not|equal , predicted 1st: test
Original: is|file|closed , predicted 1st: is|file
Original: do|call , predicted 1st: is|closed
Original: next , predicted 1st: is|file|closed
Original: abort , predicted 1st: close
Original: set|atomic|commit , predicted 1st: set|commit
Original: get|datanode|descriptor , predicted 1st: create|descriptor
Original: get|num|failures , predicted 1st: get|num|failures
Original: set , predicted 1st: set|value
Original: get|addresses , predicted 1st: get|id
Original: create|log|handler , predicted 1st: get|handler
Original: handle , predicted 1st: log|event
Original: get|acl , predicted 1st: get|entries
Original: make|request , predicted 1st: get|window|id|id
Original: jdbc|compliant , predicted 1st: is|show
Original: get|num|failed|jobs , predicted 1st: get|failed|failed
Original: wait|for|acked|seqno , predicted 1st: wait
Original: parse|exec|result , predicted 1st: read
Original: open|for|write , predicted 1st: create|file
