Original: new|accept|charset , predicted 1st: new|add
Original: handle|file|stat , predicted 1st: set|file
Original: next , predicted 1st: get|file
Original: new|create|aborted|log|with|mkdirs , predicted 1st: new|test|file
Original: new|set|executable , predicted 1st: new|is
Original: new|get|default|port , predicted 1st: new|get
Original: new|get|name , predicted 1st: new|get|name|name
Original: new|get|x|attrs , predicted 1st: new|get
Original: new|get|pending|data|node|message|count , predicted 1st: new|get|data
Original: new|sleep , predicted 1st: new|set|long
Original: new|get|num|runnable|apps , predicted 1st: new|get
Original: new|load|edits , predicted 1st: new|create
Original: new|exec|command , predicted 1st: new|read
Original: new|get|millis|since|last|loaded|edits , predicted 1st: new|get
Original: new|get|file|checksum , predicted 1st: new|get|file
Original: new|glob|status , predicted 1st: new|get|default
Original: new|log|edit , predicted 1st: new|set
Original: new|seek , predicted 1st: new|read
Original: new|find|counter , predicted 1st: new|find
Original: new|get|file , predicted 1st: new|get|file
Original: new|get|percent|used , predicted 1st: new|get
Original: new|test|remove|default|acl , predicted 1st: new|test|read
Original: new|get|reserved , predicted 1st: new|get
Original: new|cache|name , predicted 1st: new|set|name
Original: new|set|block|pool|id , predicted 1st: new|set|up
Original: new|add|last|i|node , predicted 1st: new|add
Original: new|assert|file|contents|same , predicted 1st: new|test
Original: new|get|extended|block , predicted 1st: new|get|block
Original: new|add|node|update|duration , predicted 1st: new|add
Original: new|get|file|block|locations , predicted 1st: new|get
Original: new|get|priority , predicted 1st: new|get|all
Original: new|check|dest , predicted 1st: new|check
Original: new|add|last|i|node|no|quota|check , predicted 1st: new|get|node
Original: new|get|remaining , predicted 1st: new|get
Original: new|read , predicted 1st: new|read
Original: new|close , predicted 1st: new|test
Original: new|rename|reserved|paths|on|upgrade , predicted 1st: new|get|path
Original: new|write , predicted 1st: new|write
Original: new|is|valid , predicted 1st: new|is|read
Original: new|read|unlock , predicted 1st: new|set
Original: new|submit|background|sync|file|range|request , predicted 1st: new|file|file
Original: new|get|threads , predicted 1st: new|get|thread|count
Original: new|log|allocate|block|id , predicted 1st: new|set|id
Original: new|should|use|delegation|tokens , predicted 1st: new|is|enabled|enabled
Original: new|validate|rename|destination , predicted 1st: new|set
Original: new|get|default|replication , predicted 1st: new|get
Original: new|get|block|manager , predicted 1st: new|get|instance
Original: new|get|proto , predicted 1st: new|get
Original: new|check|superuser|privilege , predicted 1st: new|set|up
Original: new|unprotected|set|quota , predicted 1st: new|get|root
Original: new|block|to|xml , predicted 1st: new|add|content
Original: new|list|x|attrs , predicted 1st: new|get
Original: new|log|remove|cache|directive|info , predicted 1st: new|remove
Original: new|get|x|attrs , predicted 1st: new|get
Original: new|copy , predicted 1st: new|add
Original: new|get|safe|mode|tip , predicted 1st: new|get|mode
Original: new|get|acl|status , predicted 1st: new|get|group
Original: new|verify|sums , predicted 1st: new|set
Original: new|mkdirs|internal , predicted 1st: new|check
Original: new|get|volume , predicted 1st: new|get
Original: new|copy , predicted 1st: new|do|to
Original: new|create , predicted 1st: new|create
Original: new|set|last|time|at|half|fair|share , predicted 1st: new|set|last|last|last
Original: new|replace|file , predicted 1st: new|set|to|to
Original: new|get|in|service|xceiver|average , predicted 1st: new|get
Original: new|next|block|id , predicted 1st: new|test|id|id
Original: new|get|decom|nodes , predicted 1st: new|get|text
Original: new|check|traverse , predicted 1st: new|test|check
Original: new|get|canonical|uri , predicted 1st: new|get
Original: new|get|x|attrs , predicted 1st: new|read
Original: new|get|preempted|resources , predicted 1st: new|get|resource
Original: new|get|block|pool|id , predicted 1st: new|get|id
Original: new|create|file|status , predicted 1st: new|get|file
Original: new|read , predicted 1st: new|read
Original: new|is|open|for|read , predicted 1st: new|is|open
Original: new|is|super|user , predicted 1st: new|is
Original: new|throw|policy|doesnot|apply|exception , predicted 1st: new|set|name
Original: new|get|allowed|locality|level , predicted 1st: new|get|node
Original: new|load|secret|manager|state|compat , predicted 1st: new|method
Original: new|test|glob|status|filter|with|some|path|matches|and|trivial|filter , predicted 1st: new|test|path
Original: new|get|volume|map , predicted 1st: new|test|map
Original: new|set|next|tx|id , predicted 1st: new|check|id|id
Original: new|get|replication , predicted 1st: new|get
Original: new|test|default|acl|new|file|with|mode , predicted 1st: new|test|get
Original: new|test|list|status|filter|with|some|matches , predicted 1st: new|test|path|path
Original: new|get|journal|set , predicted 1st: new|get|model
Original: new|get|max|share , predicted 1st: new|get|max|resources
Original: new|shutdown , predicted 1st: new|set|service
Original: new|get|pending|async|deletions , predicted 1st: new|get|service
Original: new|get|blocks|total , predicted 1st: new|get
Original: new|write|string , predicted 1st: new|write
Original: new|read|file , predicted 1st: new|read
Original: new|append|rpc|ids|to|xml , predicted 1st: new|add|content
Original: new|log|set|acl , predicted 1st: new|set|file
Original: new|write|i|node|directory , predicted 1st: new|write
Original: new|close|all|streams , predicted 1st: new|set|input|stream
Original: new|resolve|path , predicted 1st: new|get|path
Original: new|remove|acl|entries , predicted 1st: new|remove|entry
Original: new|set , predicted 1st: new|set|value
Original: new|create|symlink , predicted 1st: new|check
Original: new|add|volumes , predicted 1st: new|add
Original: new|get|missing|blocks|count , predicted 1st: new|get|count
Original: new|init|shared|journals|for|read , predicted 1st: new|init
Original: new|access , predicted 1st: new|check|check
Original: new|wrap|input|stream|for|compression , predicted 1st: new|create
Original: new|preempt|container|pre|check , predicted 1st: new|is|test
Original: new|preempt|container , predicted 1st: new|compare
Original: new|create , predicted 1st: new|create
Original: new|create|symlink , predicted 1st: new|create
Original: new|get|shared|edits|dirs , predicted 1st: new|get|string
Original: new|read|file , predicted 1st: new|test
Original: new|set|replication , predicted 1st: new|is
Original: new|preempt|container , predicted 1st: new|compare
Original: new|read|path|components , predicted 1st: new|read
Original: new|get|block|locations|int , predicted 1st: new|do|process
Original: new|test|remove|acl|only|default , predicted 1st: new|test|read
Original: new|get|detailed|string , predicted 1st: new|get|file
Original: new|scan|edit|log , predicted 1st: new|get|id
Original: new|write|unlock , predicted 1st: new|set
Original: new|finalize|replica , predicted 1st: new|create
Original: new|remove|blocks|and|update|safemode|total , predicted 1st: new|remove
Original: new|query|rolling|upgrade , predicted 1st: new|read
Original: new|log|rename , predicted 1st: new|set
Original: new|read|lock , predicted 1st: new|set
Original: new|set|generation|stamp|v|limit , predicted 1st: new|set
Original: new|collect|delegation|tokens , predicted 1st: new|add
Original: new|check|access|acl , predicted 1st: new|get|group
Original: new|register|datanode , predicted 1st: new|register
Original: new|write|i|node|reference , predicted 1st: new|write|to
Original: new|set|permission|int , predicted 1st: new|test|update
Original: new|make|qualified , predicted 1st: new|get|path
Original: new|load|fs|edits , predicted 1st: new|test
Original: new|get|read|hold|count , predicted 1st: new|get|read|count
Original: new|save|fs|image|in|all|dirs , predicted 1st: new|add|file
Original: new|read|checkpoint|time , predicted 1st: new|read
Original: new|save|fs|image , predicted 1st: new|test|file
Original: new|content|summary|to|json , predicted 1st: new|get|content
Original: new|test|modify|acl|entries|path|not|found , predicted 1st: new|test|read
Original: new|log|cancel|delegation|token , predicted 1st: new|set
Original: new|unprotected|set|replication , predicted 1st: new|get|file
Original: new|create|symlink , predicted 1st: new|create
Original: new|handle|operation , predicted 1st: new|write
Original: new|get|num|runnable|apps , predicted 1st: new|get|size
Original: new|close|internal , predicted 1st: new|test
Original: new|chmod , predicted 1st: new|new|new
Original: new|get|block|file , predicted 1st: new|get|block|block
Original: new|list|x|attrs , predicted 1st: new|get
Original: new|get|capacity , predicted 1st: new|get
Original: new|get|canonical|uri , predicted 1st: new|get
Original: new|get|path|components|for|reserved|path , predicted 1st: new|get|path
Original: new|complete|file , predicted 1st: new|test|file
Original: new|get|stored|block , predicted 1st: new|get
Original: new|un|zip , predicted 1st: new|set|file
Original: new|add|new|block , predicted 1st: new|do|block
Original: new|get|file|status , predicted 1st: new|get|file
Original: new|log|audit|event , predicted 1st: new|update
Original: new|get|fs|image , predicted 1st: new|get
Original: new|log|times , predicted 1st: new|set
Original: new|get|delegation|token|secret|manager , predicted 1st: new|get|manager|manager
Original: new|set|acl , predicted 1st: new|set|model
Original: new|get|connection|authentication|method , predicted 1st: new|get|method
Original: new|get|block|local|path|info , predicted 1st: new|get|info
Original: new|make|qualified , predicted 1st: new|get|path
Original: new|get|absolute|test|root|dir , predicted 1st: new|get|root|root
Original: new|log|update|blocks , predicted 1st: new|check
Original: new|set|default|uri , predicted 1st: new|set|default|key
Original: new|set|quota , predicted 1st: new|set
Original: new|close , predicted 1st: new|test
Original: new|assert|same|newest|image , predicted 1st: new|test|add|file
Original: new|not|found|response , predicted 1st: new|write
Original: new|next|random|long , predicted 1st: new|get|long
Original: new|get|block|pool|used , predicted 1st: new|get
Original: new|is|valid|rbw , predicted 1st: new|is|valid
Original: new|test|default|acl|new|symlink|intermediate , predicted 1st: new|test|from
Original: new|stop|standby|services , predicted 1st: new|test
Original: new|test|glob|status|filter|with|multiple|path|wildcards|and|non|trivial|filter , predicted 1st: new|test|path|path
Original: new|get|decoder , predicted 1st: new|get|string
Original: new|collect|scheduler|applications , predicted 1st: new|add
Original: new|get|fair|share , predicted 1st: new|get
Original: new|journal , predicted 1st: new|check
Original: new|recover|lease|internal , predicted 1st: new|set
Original: new|test|list|status|filter|with|no|matches , predicted 1st: new|test|get|root|root
Original: new|close|file|commit|blocks , predicted 1st: new|do|read
