Original: accept|charset|new , predicted 1st: add|new|new
Original: add|block|new , predicted 1st: add|block|new|new
Original: fix|name|new , predicted 1st: get|name|new|name|new
Original: delete|new , predicted 1st: remove
Original: write|compact|block|array|new , predicted 1st: write|new|new
Original: is|symlink|new , predicted 1st: is|valid|new|new
Original: get|total|new , predicted 1st: get|total|total|size|new
Original: read|checksum|chunk|new , predicted 1st: read|new|new
Original: log|update|master|key|new , predicted 1st: update|log|log|new|log
Original: start|checkpoint|new , predicted 1st: get|new
Original: get|file|status|new , predicted 1st: get|file|status|new|new
Original: set|generation|stamp|v|new , predicted 1st: set|stamp|stamp|new|new
Original: get|additional|datanode|new , predicted 1st: read
Original: test|modify|acl|entries|sticky|bit|new , predicted 1st: test|read
Original: get|node|usage|new , predicted 1st: get|new|new
Original: get|storage|id|new , predicted 1st: get|storage|id|new|new
Original: add|am|resource|usage|new , predicted 1st: add|resource|new|new
Original: list|status|new , predicted 1st: get|result|new|new
Original: print|help|new , predicted 1st: print|print|new|new
Original: get|command|name|new , predicted 1st: get|name|new|name|new
Original: recover|container|new , predicted 1st: create|scheduler|new|new
Original: test|rename|directory|as|file|new , predicted 1st: test|rename|root|new|new
Original: update|storage|version|new , predicted 1st: write|all|new|new
Original: get|capacity|total|gb|new , predicted 1st: get|total|bytes|new|new
Original: create|file|system|new , predicted 1st: get|file|new|new
Original: create|symlink|int|new , predicted 1st: do|process|new|new
Original: get|all|volumes|map|new , predicted 1st: new|new
Original: run , predicted 1st: test
Original: start|file|new , predicted 1st: do|get|status|new
Original: copy|from|local|file|new , predicted 1st: copy|new|from|file|new
Original: get|current|value|new , predicted 1st: get|value|new|new
Original: concat|int|new , predicted 1st: do|process
Original: contains|path|new , predicted 1st: contains|path|new|new
Original: get|cache|used|new , predicted 1st: get|cache|size|new|new
Original: list|corrupt|file|blocks|new , predicted 1st: read|new
Original: get|block|id|generator|new , predicted 1st: get|block|id|new|new
Original: get|used|new , predicted 1st: get|new|new
Original: create|journal|new , predicted 1st: get|instance|new|new
Original: select|input|streams|new , predicted 1st: create|input|new|new
Original: get|file|link|status|new , predicted 1st: get|file|status|new|new
Original: fully|delete|contents|new , predicted 1st: delete|delete|content|new|new
Original: get|edit|ur|is|new , predicted 1st: get|dirs|new|new
Original: get|remote|ip|new , predicted 1st: get|ip|new|new
Original: unprotected|update|count|new , predicted 1st: add|new|new
Original: store|application|attempt|state|internal|new , predicted 1st: do|load|state|new|new
Original: check|permission|new , predicted 1st: check|access|new|new
Original: get|initial|working|directory|new , predicted 1st: get|working|directory|new|new
Original: read|fully|new , predicted 1st: read|fully|new|new
Original: copy|to|local|file|new , predicted 1st: copy|to|file|new|new
Original: write|and|read|new , predicted 1st: test|new|new
Original: is|directory|new , predicted 1st: is|directory|new|new
Original: unprotected|mkdir|new , predicted 1st: get|node|node|new
Original: check|operation|new , predicted 1st: check|operation|new|new
Original: get|num|snapshottable|dirs|new , predicted 1st: get|num|dirs|new|new
Original: copy|from|local|file|new , predicted 1st: copy|new|new
Original: contains|test|root|path|new , predicted 1st: is|paths|new|new
Original: delete|async|new , predicted 1st: delete|file|new|file|new
Original: get|storage|info|new , predicted 1st: get|name|new|string|new
Original: name|node|has|resources|available|new , predicted 1st: has|has|resource|resources|new
Original: add|file|system|for|testing|new , predicted 1st: put|new|new|new
Original: check|return|value|new , predicted 1st: check|new|new
Original: fully|delete|new , predicted 1st: delete|new|new|new
Original: set|replication|new , predicted 1st: get|event|new|new
Original: remove|default|acl|new , predicted 1st: remove|default|new|new
Original: trash|enabled|new , predicted 1st: is|enabled|new|new
Original: get|current|trash|dir|new , predicted 1st: get|trash|trash|new|new
Original: fully|delete|new , predicted 1st: delete|new|new
Original: add|preemption|new , predicted 1st: add|new|new
Original: update|replica|under|recovery|new , predicted 1st: 
Original: get|capacity|new , predicted 1st: get|new|new
Original: discard|segments|new , predicted 1st: new|new
Original: is|running|new , predicted 1st: is|running|threads|new|new
Original: test|access|new , predicted 1st: test|read
Original: verify|snapshot|name|new , predicted 1st: check|snapshot|new
Original: create|compression|new , predicted 1st: create|image|image|new|new
Original: get|block|pool|list|new , predicted 1st: get|all|names|new|new
Original: get|acl|entry|list|new , predicted 1st: get|entries|new|new
Original: unprotected|set|acl|new , predicted 1st: parse|node|new
Original: get|file|block|locations|new , predicted 1st: get|block|block|block|new
Original: reset|new , predicted 1st: reset|new|new
Original: start|local|output|new , predicted 1st: get|path|for|file|new
Original: get|expired|heartbeats|new , predicted 1st: get|new|new
Original: seek|to|new|source|new , predicted 1st: new|source|new|new
Original: next|generation|stamp|new , predicted 1st: get|next|stamp|new|new
Original: save|legacy|oiv|image|new , predicted 1st: create|image|file|new
Original: is|dir|mutable|new , predicted 1st: read|new|new
Original: append|new , predicted 1st: do|to|new|new
Original: run|all|new , predicted 1st: run|new|new|new
Original: check|permission|new , predicted 1st: check|access|new|new
Original: canonicalize|uri|new , predicted 1st: get|uri|new|uri|new
Original: set|owner|int|new , predicted 1st: test
Original: read|cache|directive|info|new , predicted 1st: get|new
Original: assert|nn|has|checkpoints|new , predicted 1st: test
Original: get|cache|capacity|new , predicted 1st: get|cache|cache|new|new
Original: get|du|new , predicted 1st: get|new|size|new
Original: permission|status|to|xml|new , predicted 1st: add|status|new|new
Original: get|generation|stamp|from|file|new , predicted 1st: get|generation|stamp|new
Original: set|replication|new , predicted 1st: set|new|new|new
Original: create|symlink|new , predicted 1st: create|parent|new|new
Original: get|link|target|new , predicted 1st: get|target|link|new|new
Original: get|default|working|directory|new , predicted 1st: get|root|file|new
Original: get|registration|id|new , predicted 1st: get|registration|id|new|new
Original: get|wrapped|stream|new , predicted 1st: get|in|new|new
Original: get|num|stale|storages|new , predicted 1st: get|num|new|new
Original: get|postponed|misreplicated|blocks|new , predicted 1st: get|block|count|new|new
Original: get|finalized|dir|new , predicted 1st: get|input|data|new|new
Original: is|upgrade|finalized|new , predicted 1st: is|upgrade|new|new
Original: get|shared|log|c|time|new , predicted 1st: get|all|rules|new|new
Original: test|default|acl|renamed|dir|new , predicted 1st: test|get|entries|with|same|path
Original: set|rename|reserved|pairs|new , predicted 1st: set|rename|rename|rename|new
Original: start|local|output|new , predicted 1st: get|file|new|new
Original: get|content|summary|new , predicted 1st: get|content|content
Original: get|resource|usage|new , predicted 1st: get|resource|new|new
Original: get|inode|map|size|new , predicted 1st: get|size|new|new
Original: add|update|call|duration|new , predicted 1st: add|update|new|new
Original: unprotected|modify|acl|entries|new , predicted 1st: get|cluster|new|new|new
Original: get|last|applied|or|written|tx|id|new , predicted 1st: get|last|last|id|new
Original: update|count|for|quota|new , predicted 1st: update|changes|for|new
Original: get|volume|info|new , predicted 1st: get|info|new|new
Original: store|or|update|rm|delegation|token|and|sequence|number|state|new , predicted 1st: update|new|new
Original: check|and|remove|partial|record|new , predicted 1st: do|delete|new|new
Original: begin|transaction|new , predicted 1st: get|new|new
Original: bump|replica|gs|new , predicted 1st: do|to|new|new
Original: output|to|xml|new , predicted 1st: write|content
Original: set|rpc|client|id|new , predicted 1st: set|client|id|new|new
Original: primitive|create|new , predicted 1st: create|stream|new
Original: format|size|new , predicted 1st: get|size|new|new
Original: log|set|x|attrs|new , predicted 1st: set|new
Original: get|home|directory|new , predicted 1st: get|user|path|new|new
Original: get|checkpoint|dirs|new , predicted 1st: get|names|new|string|new
Original: remove|path|and|blocks|new , predicted 1st: remove|nodes
Original: renew|lease|new , predicted 1st: read|read|new|new|new
Original: test|write|in|non|existent|directory|new , predicted 1st: test|file|new
Original: test|rename|file|to|itself|new , predicted 1st: test|rename|root|new
Original: get|path|new , predicted 1st: get|path|new|new
Original: fs|action|from|xml|new , predicted 1st: get|value|new|new|new
Original: get|client|name|new , predicted 1st: get|client|name|new|new
Original: get|state|new , predicted 1st: get|state|new|state|new
Original: rename|reserved|root|component|on|upgrade|new , predicted 1st: get|component|new|new
Original: get|num|blocks|failed|to|cache|new , predicted 1st: get|max|to|num|new
Original: get|listing|new , predicted 1st: get|event|new|new
Original: to|datanode|storage|new , predicted 1st: get|storage|new|new|new
Original: count|edit|log|op|types|new , predicted 1st: log|log|log|new|new
Original: load|fs|image|new , predicted 1st: do|save
Original: get|current|dirs|new , predicted 1st: add|new|new
Original: get|default|uri|new , predicted 1st: create|new|new
Original: new|shell|instance|new , predicted 1st: get|right|new|new
Original: test|glob|status|filter|with|multiple|wild|card|matches|and|trivial|filter|new , predicted 1st: test|root|root|new|test
Original: add|file|new , predicted 1st: add|failed|new
Original: add|counter|new , predicted 1st: set|counter|new|new
Original: value|of|new , predicted 1st: get|enum|new|new
Original: reset|state|new , predicted 1st: reset|new|new|new
Original: has|write|lock|new , predicted 1st: is|lock|by|new
Original: update|quota|and|collect|blocks|new , predicted 1st: get|all|nodes|new|new
Original: get|block|pool|used|new , predicted 1st: get|new
Original: list|located|status|new , predicted 1st: get|file|status|new|new
Original: has|next , predicted 1st: is
Original: next , predicted 1st: get|file|status
Original: open|new , predicted 1st: open|stream|new|new
Original: write|new , predicted 1st: write|new|new|new
Original: create|dir|new , predicted 1st: set|entry|new|new
Original: get|generation|stamp|v|limit|new , predicted 1st: get|logical|stream|new|new
Original: get|snapshot|manager|new , predicted 1st: get|snapshot|manager|new|manager
Original: get|access|time|precision|new , predicted 1st: get|access|access|time|new
Original: get|file|encryption|info|new , predicted 1st: get|info|new|info|new
Original: get|last|checkpoint|time|new , predicted 1st: get|time|time|new|new
